H.sapiens,P.troglodytes,Chaperone_client,dN,dS,dN/dS,Protein-protein_interaction_(PPI),Protein_abundance,Codon_adaptation_index_(CAI),Aggregation_propensity
ENSG00000171055,FEZ2,Non-client,0.0094,0.0148,0.635135135,24,1.6,0.5252773,913.519
ENSG00000147465,STAR,Non-client,0.0015,0.0283,0.053003534,5,1.6,0.4374358,976.405
ENSG00000079156,OSBPL6,Non-client,0.0243,0.0383,0.634464752,44,1.6,0.6006695,1541.71
ENSG00000100012,SEC14L3,Non-client,0.0667,0.1189,0.56097561,2,1.6,0.4853031,1546.67
ENSG00000183607,GKN2,Non-client,0.0131,0.006,2.183333333,,1.6,0.5885526,1851.75
ENSG00000163501,IHH,Non-client,0.0062,0.0268,0.231343284,1,1.6,0.3777144,2005.3
ENSG00000156521,TYSND1,Client,0.0077,0.0319,0.24137931,10,1.6,0.3524346,3815.28
ENSG00000128578,STRIP2,Non-client,0.0005,0.0098,0.051020408,18,1.6,0.5028956,5147.34
ENSG00000171222,SCAND1,Non-client,0.0123,0.0043,2.860465116,25,1.61,0.3275378,4.03626
ENSG00000013619,MAMLD1,Non-client,0.0243,0.0274,0.886861314,,1.61,0.5427917,826.66
ENSG00000151364,KCTD14,Non-client,0,0.0115,0,5,1.61,0.4395544,1203.82
ENSG00000105609,LILRB5,Non-client,0.0223,0.0257,0.86770428,1,1.61,0.4702538,3618.61
ENSG00000185033,SEMA4B,Non-client,0.0074,0.029,0.255172414,2,1.61,0.3966303,4726.25
ENSG00000165244,ZNF367,Non-client,0.0013,0.0118,0.110169492,,1.62,0.3787364,238.679
ENSG00000124191,TOX2,Non-client,0.0017,0.0179,0.094972067,5,1.62,0.4050385,635.813
ENSG00000068028,RASSF1,Non-client,0.0025,0.0138,0.18115942,58,1.62,0.3769815,1038.29
ENSG00000169220,RGS14,Non-client,0.0051,0.0199,0.256281407,16,1.62,0.4069117,1152.56
ENSG00000089723,OTUB2,Non-client,0.0097,0.0192,0.505208333,41,1.62,0.4594314,1511.99
ENSG00000179588,ZFPM1,Non-client,0.0128,0.0622,0.205787781,9,1.62,0.2995966,1932.51
ENSG00000027644,INSRR,Client,0.001,0.0093,0.107526882,4,1.62,0.415946,8854.71
ENSG00000168065,SLC22A11,Non-client,0.0016,0.0111,0.144144144,3,1.62,0.4078416,10737
ENSG00000020256,ZFP64,Non-client,0.0025,0.0155,0.161290323,25,1.63,0.4322853,264.799
ENSG00000126453,BCL2L12,Non-client,0.006,0.0123,0.487804878,6,1.63,0.4192628,1012.43
ENSG00000136197,C7H7orf25,Non-client,0.001,0.0069,0.144927536,19,1.63,0.5852527,2764.35
ENSG00000105427,CNFN,Non-client,0,0.054,0,,1.64,0.3860998,41.8613
ENSG00000154429,CCSAP,Non-client,0.0032,0.016,0.2,,1.64,0.3950212,51.319
ENSG00000101057,MYBL2,Non-client,0.0043,0.02,0.215,43,1.64,0.4515032,374.295
ENSG00000111344,RASAL1,Non-client,0.0027,0.0209,0.129186603,4,1.64,0.4131533,1154.58
ENSG00000175520,UBQLN3,Non-client,0.0094,0.0197,0.47715736,,1.64,0.5578268,1240.48
ENSG00000183098,GPC6,Non-client,0,0.011,0,12,1.64,0.5092871,1522.03
ENSG00000145708,CRHBP,Non-client,0,0.0112,0,13,1.64,0.4833677,2156.96
ENSG00000186907,RTN4RL2,Non-client,0.0009,0.0158,0.056962025,2,1.64,0.3054792,2946.88
ENSG00000169855,ROBO1,Non-client,0.0024,0.0103,0.233009709,9,1.64,0.6161184,4169.66
ENSG00000010322,NISCH,Non-client,0.0015,0.0127,0.118110236,30,1.64,0.4161973,8075.79
ENSG00000138463,DIRC2,Non-client,0.0021,0.0063,0.333333333,1,1.64,0.5333558,11768.3
ENSG00000118096,IFT46,Non-client,0.0027,0.0125,0.216,23,1.65,0.5825893,519.62
ENSG00000143631,FLG,Non-client,0.0598,0.063,0.949206349,20,1.65,0.5713119,1927.75
ENSG00000178343,SHISA3,Non-client,0.0035,0.0074,0.472972973,1,1.65,0.3839976,2495.04
ENSG00000115486,GGCX,Non-client,0.0037,0.008,0.4625,8,1.65,0.5080746,8627.48
ENSG00000110911,SLC11A2,Non-client,0.0016,0.0053,0.301886793,6,1.65,0.5834105,12650.7
ENSG00000160993,ALKBH4,Non-client,0.0041,0.024,0.170833333,2,1.66,0.3543731,268.916
ENSG00000184209,SNRNP35,Non-client,0.0019,0.0142,0.133802817,17,1.66,0.4713978,688.649
ENSG00000160113,NR2F6,Non-client,0.0009,0.0892,0.010089686,21,1.66,0.2908753,784.528
ENSG00000215114,UBXN2B,Non-client,0,0.0116,0,27,1.66,0.6578765,1251.32
ENSG00000071205,ARHGAP10,Non-client,0.0018,0.0114,0.157894737,11,1.66,0.5891355,1287.04
ENSG00000159267,HLCS,Non-client,0.0026,0.0148,0.175675676,9,1.66,0.5068746,4024.54
ENSG00000123576,ESX1,Non-client,0.0332,0.0079,4.202531646,2,1.67,0.4197112,204.085
ENSG00000184402,SS18L1,Non-client,0.0142,0.0687,0.206695779,42,1.67,0.3999773,720.483
ENSG00000140367,UBE2Q2,Non-client,0.0013,0.0029,0.448275862,17,1.67,0.6064339,850.369
ENSG00000179021,C3H3orf38,Client,0.0014,0.0144,0.097222222,3,1.67,0.6466811,1807.22
ENSG00000174132,FAM174A,Client,0.0025,0.0113,0.221238938,48,1.67,0.4551927,2781.12
ENSG00000135828,RNASEL,Non-client,0.0131,0.0118,1.110169492,11,1.67,0.5936015,4139.31
ENSG00000145284,SCD5,Non-client,0.0013,0.0193,0.067357513,5,1.67,0.4238927,5243.4
ENSG00000144048,DUSP11,Non-client,0.005,0.0062,0.806451613,50,1.68,0.6179042,68.4536
ENSG00000148677,ANKRD1,Non-client,0.0015,0.0102,0.147058824,5,1.68,0.5804138,353.567
ENSG00000152192,POU4F1,Non-client,0,0.0728,0,3,1.68,0.2744731,358.308
ENSG00000182768,NGRN,Non-client,0.0081,0.0122,0.663934426,35,1.68,0.5019464,374.99
ENSG00000173391,OLR1,Non-client,0.0033,0.0094,0.35106383,3,1.68,0.6091782,1725.01
ENSG00000100441,KHNYN,Non-client,0.0304,0.058,0.524137931,4,1.68,0.4798695,2180.13
ENSG00000158488,CD1E,Non-client,0.0153,0.0082,1.865853659,28,1.68,0.5336991,3603.86
ENSG00000154122,ANKH,Non-client,0.0009,0.0188,0.04787234,2,1.68,0.452725,8268.63
ENSG00000177054,ZDHHC13,Non-client,0.0037,0.004,0.925,6,1.68,0.6609911,10705.1
ENSG00000112414,ADGRG6,Non-client,0.0027,0.0084,0.321428571,,1.68,0.632951,14569.1
ENSG00000151012,SLC7A11,Non-client,0,0.0104,0,3,1.68,0.5739157,15551.4
ENSG00000161021,MAML1,Non-client,0.0033,0.0089,0.370786517,21,1.69,0.477681,69.6107
ENSG00000102302,FGD1,Non-client,0.0024,0.0089,0.269662921,13,1.69,0.430467,1828.6
ENSG00000130287,NCAN,Non-client,0.0064,0.0105,0.60952381,5,1.69,0.4485801,2116.26
ENSG00000121039,RDH10,Non-client,0,0.0106,0,4,1.69,0.4813019,3764.17
ENSG00000163608,NEPRO,Non-client,0.005,0.0061,0.819672131,,1.69,0.6439935,4284.91
ENSG00000214655,ZSWIM8,Non-client,0.0008,0.0068,0.117647059,18,1.69,0.4904221,5860.58
ENSG00000171540,OTP,Non-client,0,0.0296,0,,1.7,0.3373355,35.4698
ENSG00000102977,ACD,Client,0.0062,0.016,0.3875,66,1.7,0.425578,310.228
ENSG00000254685,FPGT,Non-client,0.0022,0.013,0.169230769,1,1.7,0.6892526,2988.82
ENSG00000177707,NECTIN3,Non-client,0.0016,0.0169,0.094674556,,1.7,0.6644659,3252.6
ENSG00000078124,ACER3,Non-client,0.0018,0.0126,0.142857143,2,1.7,0.6005056,7208.65
ENSG00000108506,INTS2,Non-client,0.0007,0.0057,0.122807018,36,1.7,0.6742053,8197.65
ENSG00000120251,GRIA2,Non-client,0,0.0099,0,30,1.7,0.611659,9154.94
ENSG00000187175,LOC738856,Non-client,0.0261,0.1211,0.21552436,12,1.71,0.4053291,0
ENSG00000141750,STAC2,Non-client,0.0031,0.0112,0.276785714,4,1.71,0.4251758,252.852
ENSG00000158805,ZNF276,Non-client,0.0014,0.0181,0.077348066,3,1.71,0.4046028,560.182
ENSG00000125731,SH2D3A,Non-client,0.0039,0.0233,0.167381974,6,1.71,0.4082936,768.11
ENSG00000188419,CHM,Non-client,0.0021,0.0039,0.538461539,25,1.71,0.6792097,1709.28
ENSG00000164053,ATRIP,Non-client,0.0025,0.004,0.625,45,1.71,0.5277739,4059.73
ENSG00000181856,SLC2A4,Client,0.0009,0.0122,0.073770492,37,1.71,0.4385324,12261.3
ENSG00000154144,TBRG1,Non-client,0.0033,0.0063,0.523809524,6,1.72,0.5823239,53.9248
ENSG00000117174,ZNHIT6,Non-client,0.0018,0.0095,0.189473684,21,1.72,0.629255,85.4331
ENSG00000081041,CXCL2,Non-client,0.0166,0.0132,1.257575758,3,1.72,0.4166662,1069.91
ENSG00000130511,SSBP4,Non-client,0.0097,0.0659,0.147192716,22,1.72,0.3590765,1387.6
ENSG00000159224,GIP,Non-client,0.003,0.0081,0.37037037,8,1.72,0.4978099,1737.15
ENSG00000126562,WNK4,Client,0.003,0.0105,0.285714286,10,1.72,0.4316324,1785.22
ENSG00000166016,ABTB2,Non-client,0.0024,0.0261,0.091954023,9,1.72,0.3806482,3221.37
ENSG00000129636,ITFG1,Non-client,0.0022,0.0088,0.25,16,1.72,0.6261499,5539.12
ENSG00000164651,SP8,Non-client,0.0008,0.0155,0.051612903,3,1.73,0.3033568,284.6
ENSG00000095370,SH2D3C,Non-client,0.001,0.0261,0.038314176,6,1.73,0.4066506,748.358
ENSG00000187690,CXHXorf67,Non-client,0.0205,0.0117,1.752136752,,1.73,0.4447987,837.035
ENSG00000139990,DCAF5,Client,0.0005,0.0086,0.058139535,39,1.73,0.5036975,849.237
ENSG00000100077,GRK3,Non-client,0,0.0083,0,,1.73,0.5936203,2146.55
ENSG00000044446,PHKA2,Non-client,0.0028,0.0084,0.333333333,20,1.73,0.5042307,8609.99
ENSG00000139194,RBP5,Non-client,0.0031,0.037,0.083783784,4,1.74,0.4330336,125.173
ENSG00000124766,SOX4,Non-client,0,0.0318,0,32,1.74,0.294224,248.05
ENSG00000120709,FAM53C,Non-client,0.0047,0.0087,0.540229885,59,1.74,0.4270211,386.643
ENSG00000132763,MMACHC,Non-client,0.0017,0.0169,0.100591716,3,1.74,0.478479,685.918
ENSG00000188770,OPTC,Non-client,0.0041,0.0194,0.211340206,,1.74,0.4465183,1441.41
ENSG00000084090,STARD7,Client,0.0012,0.0166,0.072289157,20,1.74,0.474924,1978.42
ENSG00000182836,PLCXD3,Non-client,0,0.0036,0,,1.74,0.578607,2323.42
ENSG00000134909,ARHGAP32,Non-client,0.0027,0.008,0.3375,41,1.74,0.5953666,2571.16
ENSG00000181804,SLC9A9,Non-client,0.0008,0.0155,0.051612903,1,1.74,0.6115211,13690.2
ENSG00000138660,AP1AR,Non-client,0.0015,0.0086,0.174418605,3,1.75,0.6831174,3.23693
ENSG00000169900,PYDC1,Non-client,0,0.0885,0,1,1.75,0.3191886,584.761
ENSG00000125864,BFSP1,Non-client,0.0015,0.0093,0.161290323,7,1.75,0.4966821,823.615
ENSG00000170234,PWWP2A,Non-client,0.0006,0.0057,0.105263158,4,1.75,0.5152583,1003.34
ENSG00000182208,MOB2,Non-client,0.003,0.0476,0.06302521,9,1.75,0.4163364,1200.97
ENSG00000180881,CAPS2,Non-client,0.0079,0.0148,0.533783784,,1.75,0.7332858,1734.5
ENSG00000153563,CD8A,Non-client,0.0035,0.0221,0.158371041,14,1.75,0.3181043,1975.1
ENSG00000198873,GRK5,Client,0.0014,0.0272,0.051470588,171,1.75,0.4471598,2153.68
ENSG00000162777,DENND2D,Client,0.0009,0.0121,0.074380165,27,1.75,0.508141,3429.38
ENSG00000173349,SFT2D3,Non-client,0.0058,0.0331,0.175226586,1,1.75,0.2512168,3645.27
ENSG00000147257,GPC3,Non-client,0.0032,0.0142,0.225352113,17,1.75,0.554113,4385.16
ENSG00000156127,BATF,Non-client,0,0.0127,0,19,1.76,0.4146969,52.5134
ENSG00000129038,LOXL1,Non-client,0.0021,0.0468,0.044871795,5,1.76,0.3268066,1324.59
ENSG00000103647,CORO2B,Non-client,0,0.0139,0,7,1.76,0.3999514,1602.47
ENSG00000114268,PFKFB4,Non-client,0.0423,0.095,0.445263158,5,1.76,0.4622338,2784.86
ENSG00000156795,WDYHV1,Client,0.0822,0.1649,0.49848393,132,1.77,0.5751058,645.755
ENSG00000185437,SH3BGR,Non-client,0.0103,0.0178,0.578651685,5,1.77,0.6132391,1445.42
ENSG00000197912,SPG7,Non-client,0.0635,0.0884,0.718325792,51,1.77,0.4360263,3715.55
ENSG00000152683,SLC30A6,Non-client,0.0035,0.014,0.25,21,1.77,0.6760399,9831.79
ENSG00000171533,MAP6,Non-client,0.0047,0.0055,0.854545455,3,1.78,0.4418613,7.75447
ENSG00000156689,GLYATL2,Non-client,0.0016,0.0038,0.421052632,,1.78,0.6407121,1025.18
ENSG00000133121,STARD13,Client,0.0009,0.0098,0.091836735,38,1.78,0.4961919,1369.26
ENSG00000110243,APOA5,Non-client,0.0035,0.0252,0.138888889,3,1.78,0.4209202,1398.49
ENSG00000136643,RPS6KC1,Client,0.0004,0.0092,0.043478261,6,1.78,0.6694693,2534.71
ENSG00000183160,TMEM119,Non-client,0.0061,0.0159,0.383647799,,1.78,0.3971997,2642.55
ENSG00000167306,MYO5B,Non-client,0.002,0.0112,0.178571429,43,1.78,0.4913204,6183.51
ENSG00000163629,PTPN13,Non-client,0.0018,0.0098,0.183673469,48,1.78,0.6687294,7877.67
ENSG00000182087,TMEM259,Non-client,0.0013,0.0376,0.034574468,20,1.78,0.3427404,8711.47
ENSG00000175634,RPS6KB2,Client,0.0054,0.0061,0.885245902,193,1.79,0.4032451,1038.45
ENSG00000109079,TNFAIP1,Client,0.1476,0.3642,0.405271829,49,1.79,0.4342744,1322.55
ENSG00000129244,ATP1B2,Non-client,0,0.0281,0,8,1.79,0.437707,1705.25
ENSG00000007264,MATK,Client,0.0016,0.0403,0.039702233,13,1.79,0.3888867,1930.73
ENSG00000101144,BMP7,Non-client,0,0.0163,0,42,1.79,0.3483789,2071.61
ENSG00000173226,IQCB1,Client,0.0057,0.0018,3.166666667,223,1.79,0.6796329,2771.17
ENSG00000143324,XPR1,Non-client,0,0.008,0,31,1.79,0.5695985,9838.26
ENSG00000164764,SBSPON,Non-client,0.0071,0.0135,0.525925926,3,1.8,0.4638996,175.694
ENSG00000182810,DDX28,Non-client,0.0065,0.0151,0.430463576,43,1.8,0.4341554,1507.72
ENSG00000129071,MBD4,Non-client,0.0023,0.0138,0.166666667,19,1.81,0.6648132,764.158
ENSG00000104901,DKKL1,Non-client,0.0146,0.0253,0.577075099,75,1.81,0.4193473,1887.1
ENSG00000157869,RAB28,Non-client,0,0.0104,0,12,1.81,0.6526207,2072.67
ENSG00000135108,FBXO21,Client,0,0.0039,0,28,1.81,0.4767366,2461.47
ENSG00000239998,LILRA2,Non-client,0.02,0.0383,0.522193212,,1.81,0.478222,2688.69
ENSG00000113272,THG1L,Non-client,0.0047,0.0246,0.191056911,29,1.81,0.5618397,2796.5
ENSG00000066056,TIE1,Client,0.0016,0.0117,0.136752137,8,1.81,0.4167839,3670.59
ENSG00000123700,KCNJ2,Non-client,0,0.014,0,3,1.81,0.5262335,4362.52
ENSG00000161791,FMNL3,Non-client,0.0013,0.0108,0.12037037,6,1.81,0.4804098,4531.78
ENSG00000176476,SGF29,Non-client,0,0.033,0,,1.82,0.4410603,415.309
ENSG00000027869,SH2D2A,Non-client,0.0058,0.0097,0.597938144,36,1.82,0.4380953,1008.58
ENSG00000187742,SECISBP2,Non-client,0.004,0.0064,0.625,6,1.82,0.6201256,1218.14
ENSG00000060558,GNA15,Client,0,0.0529,0,8,1.82,0.3777948,1750.83
ENSG00000175745,NR2F1,Client,0,0.0285,0,27,1.82,0.3431558,2017.72
ENSG00000164303,ENPP6,Non-client,0.002,0.0299,0.066889632,40,1.82,0.4763206,3488
ENSG00000089177,KIF16B,Non-client,0.0048,0.0085,0.564705882,10,1.82,0.5949397,3652.86
ENSG00000120889,TNFRSF10B,Non-client,0.0162,0.0136,1.191176471,61,1.82,0.5032073,3727.14
ENSG00000137841,PLCB2,Non-client,0.0346,0.0552,0.626811594,12,1.82,0.4289749,3737.79
ENSG00000146909,NOM1,Non-client,0.0109,0.0239,0.456066946,14,1.82,0.4684175,3889.48
ENSG00000147256,ARHGAP36,Non-client,0.0036,0.0019,1.894736842,14,1.82,0.5180985,4053.75
ENSG00000074276,CDHR2,Non-client,0.0036,0.0193,0.186528497,1,1.82,0.4322897,14664.6
ENSG00000188549,CCDC9B,Non-client,0.0114,0.0179,0.636871508,4,1.83,0.4455866,38.4012
ENSG00000157456,CCNB2,Non-client,0.0036,0.0055,0.654545455,35,1.83,0.6233133,980.752
ENSG00000103196,CRISPLD2,Client,0.0009,0.0277,0.032490975,2,1.83,0.4475988,1809.76
ENSG00000170340,B3GNT2,Non-client,0,0.0138,0,29,1.83,0.5348471,3013.07
ENSG00000116035,VAX2,Non-client,0.003,0.0248,0.120967742,3,1.84,0.3644633,10.3144
ENSG00000161664,ASB16,Client,0.007,0.017,0.411764706,20,1.84,0.3851503,738.678
ENSG00000113742,CPEB4,Non-client,0,0.0099,0,4,1.84,0.603079,1041.97
ENSG00000128585,MKLN1,Non-client,0.0006,0.0118,0.050847458,55,1.84,0.6524405,1495.13
ENSG00000206177,HBM,Non-client,0.0085,0.0148,0.574324324,20,1.84,0.3271771,1954.83
ENSG00000168061,SAC3D1,Non-client,0.0062,0.0156,0.397435897,10,1.84,0.3435732,2293.15
ENSG00000182752,PAPPA,Non-client,0.0029,0.0125,0.232,10,1.84,0.4625388,4405.98
ENSG00000138685,FGF2,Client,0.0034,0.011,0.309090909,24,1.85,0.3723391,104.851
ENSG00000228672,PROB1,Non-client,0.0057,0.0162,0.351851852,,1.85,0.3330607,496.337
ENSG00000139220,PPFIA2,Non-client,0,0.0076,0,14,1.85,0.6523664,919.186
ENSG00000105146,AURKC,Client,0.0014,0.029,0.048275862,26,1.85,0.5122027,1165.16
ENSG00000185862,EVI2B,Non-client,0.0069,0.0027,2.555555556,,1.85,0.7370614,2782.52
ENSG00000114982,KANSL3,Non-client,0,0.0059,0,7,1.85,0.524405,2977.47
ENSG00000163581,SLC2A2,Non-client,0.0009,0.0173,0.052023121,4,1.85,0.6277777,13573.8
ENSG00000173698,ADGRG2,Non-client,0.0019,0.0032,0.59375,,1.85,0.6009238,14107.9
ENSG00000182759,MAFA,Non-client,0.0044,0.0249,0.176706827,8,1.86,0.2834891,9.56708
ENSG00000102554,KLF5,Non-client,0.0031,0.0051,0.607843137,49,1.86,0.4817571,98.1568
ENSG00000129197,RPAIN,Non-client,0.0215,0.0333,0.645645646,9,1.86,0.5354676,759.04
ENSG00000179954,SSC5D,Non-client,0.0078,0.0192,0.40625,11,1.86,0.432972,1547.02
ENSG00000060749,QSER1,Non-client,0.0177,0.029,0.610344828,20,1.86,0.7202707,1619.39
ENSG00000185189,NRBP2,Non-client,0.0452,0.1599,0.282676673,6,1.86,0.407404,1777.11
ENSG00000119326,CTNNAL1,Non-client,0.0026,0.0189,0.137566138,15,1.86,0.6797405,2468.04
ENSG00000105656,ELL,Non-client,0.0027,0.0242,0.111570248,32,1.87,0.3847862,131.853
ENSG00000177380,PPFIA3,Non-client,0.0004,0.0106,0.037735849,15,1.87,0.3954511,786.173
ENSG00000117480,FAAH,Non-client,0.0029,0.019,0.152631579,2,1.87,0.4270813,2733.59
ENSG00000122512,PMS2,Non-client,0.0073,0.0199,0.366834171,53,1.87,0.5978452,3312.34
ENSG00000151332,MBIP,Non-client,0.004,0.0037,1.081081081,81,1.88,0.6660137,230.862
ENSG00000171053,PATE1,Non-client,0.0632,0.1565,0.403833866,4,1.88,0.5997047,446.187
ENSG00000135299,ANKRD6,Non-client,0.0012,0.0137,0.087591241,3,1.88,0.5567889,1898.11
ENSG00000171224,FAM241B,Non-client,0.0029,0.0218,0.133027523,21,1.88,0.4689687,2160.91
ENSG00000135439,AGAP2,Non-client,0.0016,0.008,0.2,13,1.88,0.3874937,4275.44
ENSG00000165650,PDZD8,Non-client,0.0021,0.0116,0.181034483,34,1.88,0.5591989,5740.92
ENSG00000091490,SEL1L3,Non-client,0.0017,0.0075,0.226666667,6,1.88,0.5678612,10454.5
ENSG00000168528,SERINC2,Non-client,0.0232,0.0617,0.376012966,8,1.88,0.3780389,14345.2
ENSG00000104856,RELB,Non-client,0.0022,0.017,0.129411765,52,1.89,0.3629403,1647.04
ENSG00000145850,TIMD4,Non-client,0.0127,0.0059,2.152542373,,1.89,0.5495036,2658.13
ENSG00000136319,TTC5,Non-client,0.0022,0.005,0.44,34,1.89,0.5601854,2758.11
ENSG00000014824,SLC30A9,Non-client,0.0205,0.0246,0.833333333,12,1.89,0.674183,5168.21
ENSG00000117461,PIK3R3,Non-client,0.001,0.0051,0.196078431,118,1.9,0.6115346,492.179
ENSG00000215375,MYL5,Non-client,0.0068,0.0271,0.250922509,3,1.9,0.3584653,636.554
ENSG00000170801,HTRA3,Non-client,0.0009,0.0367,0.024523161,1,1.9,0.3600384,1721.41
ENSG00000159658,EFCAB14,Non-client,0.0036,0.0054,0.666666667,4,1.9,0.6121463,1984.28
ENSG00000073417,PDE8A,Non-client,0.0011,0.0071,0.154929578,3,1.9,0.5793512,2508
ENSG00000057704,TMCC3,Non-client,0.001,0.0148,0.067567568,4,1.9,0.4755602,3128.31
ENSG00000046651,OFD1,Client,0.0023,0.0068,0.338235294,265,1.91,0.6638855,116.636
ENSG00000156885,COX6A2,Non-client,0,0.0173,0,5,1.91,0.3534364,582.898
ENSG00000006704,GTF2IRD1,Non-client,0.0009,0.0182,0.04945055,24,1.91,0.4116926,1560.45
ENSG00000148481,MINDY3,Non-client,0.001,0.0084,0.119047619,,1.91,0.6916056,2473.89
ENSG00000144550,CPNE9,Non-client,0.0229,0.0417,0.549160672,1,1.91,0.4433257,3004.37
ENSG00000116667,C1H1orf21,Non-client,0,0.0098,0,5,1.92,0.6340087,2.00457
ENSG00000158321,AUTS2,Non-client,0.0011,0.0097,0.113402062,20,1.92,0.4143486,753.947
ENSG00000177238,TRIM72,Non-client,0,0.0209,0,8,1.92,0.3435051,1786.7
ENSG00000233493,TMEM238,Non-client,0.0068,0.0232,0.293103448,,1.92,0.2178608,2665.93
ENSG00000169679,BUB1,Non-client,0.0045,0.0039,1.153846154,46,1.92,0.6934139,3629.05
ENSG00000183347,GBP6,Non-client,0.0049,0.0043,1.139534884,3,1.92,0.5820395,4348.43
ENSG00000101224,CDC25B,Non-client,0.0022,0.0188,0.117021277,99,1.93,0.400775,1515.27
ENSG00000175348,TMEM9B,Client,0,0.0054,0,25,1.93,0.5449815,2697.71
ENSG00000168067,MAP4K2,Client,0.001,0.0053,0.188679245,15,1.93,0.4268156,2986.05
ENSG00000151348,EXT2,Client,0.0013,0.0092,0.141304348,31,1.93,0.5171546,5109.26
ENSG00000126062,TMEM115,Non-client,0.0025,0.0151,0.165562914,7,1.93,0.4132703,7725.69
ENSG00000157782,CABP1,Non-client,0.0022,0.0065,0.338461539,8,1.94,0.3187192,0
ENSG00000101935,AMMECR1,Non-client,0,0.0034,0,11,1.94,0.4693633,314.678
ENSG00000152133,GPATCH11,Non-client,0.0059,0.0117,0.504273504,14,1.94,0.6698395,403.009
ENSG00000115009,CCL20,Non-client,0.005,0.0235,0.212765957,3,1.94,0.5962344,1485.24
ENSG00000035720,STAP1,Non-client,0.0934,0.1483,0.62980445,7,1.94,0.5770347,1545.36
ENSG00000143543,JTB,Non-client,0,0.0174,0,3,1.94,0.5282861,2080.46
ENSG00000165072,MAMDC2,Non-client,0.0007,0.0057,0.122807018,5,1.94,0.5837539,2549.16
ENSG00000111728,ST8SIA1,Non-client,0,0.0101,0,10,1.94,0.5186911,2696.84
ENSG00000165887,ANKRD2,Non-client,0.0029,0.0128,0.2265625,8,1.95,0.4476192,107.54
ENSG00000141579,ZNF750,Non-client,0.0096,0.0144,0.666666667,1,1.95,0.4712914,184.8
ENSG00000156990,RPUSD3,Client,0.0098,0.0211,0.464454976,28,1.95,0.4583066,207.717
ENSG00000154079,SDHAF4,Non-client,0,0.0111,0,,1.95,0.601353,306.027
ENSG00000171444,MCC,Non-client,0.0022,0.0243,0.090534979,48,1.95,0.4731342,369.202
ENSG00000143772,ITPKB,Non-client,0.0059,0.0175,0.337142857,8,1.95,0.4198133,1274.88
ENSG00000104643,MTMR9,Non-client,0,0.0302,0,29,1.95,0.5662011,1514.68
ENSG00000112200,ZNF451,Non-client,0.0026,0.009,0.288888889,29,1.95,0.6821148,1560.47
ENSG00000143499,SMYD2,Client,0.0043,0.0134,0.320895522,26,1.95,0.5337398,1633.36
ENSG00000111271,ACAD10,Non-client,0.0028,0.0141,0.19858156,22,1.95,0.5232872,1824.63
ENSG00000124772,CPNE5,Non-client,0.0668,0.1462,0.456908345,30,1.95,0.4428972,3107.73
ENSG00000151806,GUF1,Non-client,0.0013,0.01,0.13,8,1.95,0.7000662,3252.67
ENSG00000162739,SLAMF6,Non-client,0.0507,0.0368,1.377717391,3,1.95,0.5910418,3545.69
ENSG00000007350,TKTL1,Client,0.0147,0.0062,2.370967742,6,1.95,0.5123421,4235.23
ENSG00000172201,ID4,Non-client,0,0.0129,0,7,1.96,0.2631428,0
ENSG00000135334,AKIRIN2,Non-client,0,0.01,0,18,1.96,0.4833266,83.2149
ENSG00000175482,POLD4,Non-client,0,0.0174,0,9,1.96,0.3847601,91.9702
ENSG00000172932,ANKRD13D,Non-client,0.0033,0.0223,0.147982063,22,1.96,0.4178899,249.739
ENSG00000153391,INO80C,Non-client,0,0.0052,0,22,1.96,0.4874633,310.437
ENSG00000183828,NUDT14,Non-client,0.002,0.018,0.111111111,8,1.96,0.4163303,1510.91
ENSG00000164219,PGGT1B,Non-client,0.0032,0.0103,0.310679612,9,1.96,0.6246113,1585.27
ENSG00000175445,LPL,Non-client,0.001,0.0199,0.050251256,19,1.96,0.564955,1873.89
ENSG00000149930,TAOK2,Non-client,0.0004,0.0118,0.033898305,17,1.96,0.4386629,2625.24
ENSG00000130649,CYP2E1,Non-client,0.0045,0.0139,0.323741007,17,1.96,0.4703414,3678.36
ENSG00000067113,PLPP1,Non-client,0.0017,0.0039,0.435897436,,1.96,0.5941004,4573.6
ENSG00000157404,KIT,Non-client,0.0014,0.0134,0.104477612,45,1.96,0.5939307,5518.13
ENSG00000147459,DOCK5,Client,0.0008,0.0132,0.060606061,54,1.96,0.5296883,8017.42
ENSG00000153214,TMEM87B,Non-client,0.0016,0.0048,0.333333333,4,1.96,0.6225503,10576.7
ENSG00000186815,TPCN1,Non-client,0.002,0.023,0.086956522,6,1.96,0.4311571,17824.4
ENSG00000165568,AKR1E2,Non-client,0.0604,0.1299,0.464973056,,1.97,0.5261784,666.065
ENSG00000134278,SPIRE1,Non-client,0.0024,0.0081,0.296296296,7,1.97,0.5211871,1025.28
ENSG00000196220,SRGAP3,Non-client,0.0118,0.0358,0.329608939,19,1.97,0.4398192,2268.26
ENSG00000183723,CMTM4,Non-client,0.0374,0.0619,0.604200323,10,1.97,0.4239648,5302.41
ENSG00000184661,CDCA2,Non-client,0.006,0.0138,0.434782609,21,1.98,0.6811969,740.133
ENSG00000084092,NOA1,Client,0.0025,0.0157,0.159235669,19,1.98,0.4827091,2114.52
ENSG00000086619,ERO1B,Non-client,0.001,0.0179,0.055865922,,1.98,0.6208759,2831.5
