Entry	Entry name	Protein names	Gene names	Organism	Length	yourlist:M20201112E5A08BB0B2D1C45B0C7BC3B55FD2655603D8DDF	isomap:M20201112E5A08BB0B2D1C45B0C7BC3B55FD2655603D8DDF
Q15020	SART3_HUMAN	Squamous cell carcinoma antigen recognized by T-cells 3 (SART-3) (Tat-interacting protein of 110 kDa) (Tip110) (p110 nuclear RNA-binding protein)	SART3 KIAA0156 TIP110	Homo sapiens (Human)	963	ENSG00000075856	ENSG00000075856 -> Q15020-1;Q15020-2;Q15020-3;Q15020-4
P42574	CASP3_HUMAN	Caspase-3 (CASP-3) (EC 3.4.22.56) (Apopain) (Cysteine protease CPP32) (CPP-32) (Protein Yama) (SREBP cleavage activity 1) (SCA-1) [Cleaved into: Caspase-3 subunit p17; Caspase-3 subunit p12]	CASP3 CPP32	Homo sapiens (Human)	277	ENSG00000164305	
Q14315	FLNC_HUMAN	Filamin-C (FLN-C) (FLNc) (ABP-280-like protein) (ABP-L) (Actin-binding-like protein) (Filamin-2) (Gamma-filamin)	FLNC ABPL FLN2	Homo sapiens (Human)	2725	ENSG00000128591	ENSG00000128591 -> Q14315-1;Q14315-2
Q9BY32	ITPA_HUMAN	Inosine triphosphate pyrophosphatase (ITPase) (Inosine triphosphatase) (EC 3.6.1.9) (Non-canonical purine NTP pyrophosphatase) (Non-standard purine NTP pyrophosphatase) (Nucleoside-triphosphate diphosphatase) (Nucleoside-triphosphate pyrophosphatase) (NTPase) (Putative oncogene protein hlc14-06-p)	ITPA C20orf37 My049 OK/SW-cl.9	Homo sapiens (Human)	194	ENSG00000125877	ENSG00000125877 -> Q9BY32-1;Q9BY32-2;Q9BY32-3
Q9H488	OFUT1_HUMAN	GDP-fucose protein O-fucosyltransferase 1 (EC 2.4.1.221) (Peptide-O-fucosyltransferase 1) (O-FucT-1)	POFUT1 FUT12 KIAA0180	Homo sapiens (Human)	388	ENSG00000101346	ENSG00000101346 -> Q9H488-1;Q9H488-2
Q9Y512	SAM50_HUMAN	Sorting and assembly machinery component 50 homolog (Transformation-related gene 3 protein) (TRG-3)	SAMM50 SAM50 CGI-51 TRG3	Homo sapiens (Human)	469	ENSG00000100347	
P51553	IDH3G_HUMAN	Isocitrate dehydrogenase [NAD] subunit gamma, mitochondrial (Isocitric dehydrogenase subunit gamma) (NAD(+)-specific ICDH subunit gamma)	IDH3G	Homo sapiens (Human)	393	ENSG00000067829	ENSG00000067829 -> P51553-1;P51553-2
Q9UK22	FBX2_HUMAN	F-box only protein 2	FBXO2 FBX2	Homo sapiens (Human)	296	ENSG00000116661	
Q93009	UBP7_HUMAN	Ubiquitin carboxyl-terminal hydrolase 7 (EC 3.4.19.12) (Deubiquitinating enzyme 7) (Herpesvirus-associated ubiquitin-specific protease) (Ubiquitin thioesterase 7) (Ubiquitin-specific-processing protease 7)	USP7 HAUSP	Homo sapiens (Human)	1102	ENSG00000187555	ENSG00000187555 -> Q93009-1;Q93009-3
Q969T9	WBP2_HUMAN	WW domain-binding protein 2 (WBP-2)	WBP2	Homo sapiens (Human)	261	ENSG00000132471	ENSG00000132471 -> Q969T9-1;Q969T9-2
Q9UQ35	SRRM2_HUMAN	Serine/arginine repetitive matrix protein 2 (300 kDa nuclear matrix antigen) (Serine/arginine-rich splicing factor-related nuclear matrix protein of 300 kDa) (SR-related nuclear matrix protein of 300 kDa) (Ser/Arg-related nuclear matrix protein of 300 kDa) (Splicing coactivator subunit SRm300) (Tax-responsive enhancer element-binding protein 803) (TaxREB803)	SRRM2 KIAA0324 SRL300 SRM300 HSPC075	Homo sapiens (Human)	2752	ENSG00000167978	ENSG00000167978 -> Q9UQ35-1;Q9UQ35-3
P43121	MUC18_HUMAN	Cell surface glycoprotein MUC18 (Cell surface glycoprotein P1H12) (Melanoma cell adhesion molecule) (Melanoma-associated antigen A32) (Melanoma-associated antigen MUC18) (S-endo 1 endothelial-associated antigen) (CD antigen CD146)	MCAM MUC18	Homo sapiens (Human)	646	ENSG00000076706	ENSG00000076706 -> P43121-1
O00170	AIP_HUMAN	AH receptor-interacting protein (AIP) (Aryl-hydrocarbon receptor-interacting protein) (HBV X-associated protein 2) (XAP-2) (Immunophilin homolog ARA9)	AIP XAP2	Homo sapiens (Human)	330	ENSG00000110711	
P20339	RAB5A_HUMAN	Ras-related protein Rab-5A (EC 3.6.5.2)	RAB5A RAB5	Homo sapiens (Human)	215	ENSG00000144566	ENSG00000144566 -> P20339-1;P20339-2
P30419	NMT1_HUMAN	Glycylpeptide N-tetradecanoyltransferase 1 (EC 2.3.1.97) (Myristoyl-CoA:protein N-myristoyltransferase 1) (NMT 1) (Type I N-myristoyltransferase) (Peptide N-myristoyltransferase 1)	NMT1 NMT	Homo sapiens (Human)	496	ENSG00000136448	ENSG00000136448 -> P30419-1
O75643	U520_HUMAN	U5 small nuclear ribonucleoprotein 200 kDa helicase (EC 3.6.4.13) (Activating signal cointegrator 1 complex subunit 3-like 1) (BRR2 homolog) (U5 snRNP-specific 200 kDa protein) (U5-200KD)	SNRNP200 ASCC3L1 HELIC2 KIAA0788	Homo sapiens (Human)	2136	ENSG00000144028	ENSG00000144028 -> O75643-1
P06730	IF4E_HUMAN	Eukaryotic translation initiation factor 4E (eIF-4E) (eIF4E) (eIF-4F 25 kDa subunit) (mRNA cap-binding protein)	EIF4E EIF4EL1 EIF4F	Homo sapiens (Human)	217	ENSG00000151247	ENSG00000151247 -> P06730-1;P06730-2;P06730-3
Q9NZL9	MAT2B_HUMAN	Methionine adenosyltransferase 2 subunit beta (Methionine adenosyltransferase II beta) (MAT II beta) (Putative dTDP-4-keto-6-deoxy-D-glucose 4-reductase)	MAT2B TGR MSTP045 Nbla02999 UNQ2435/PRO4995	Homo sapiens (Human)	334	ENSG00000038274	ENSG00000038274 -> Q9NZL9-1;Q9NZL9-2;Q9NZL9-3
Q96DI7	SNR40_HUMAN	U5 small nuclear ribonucleoprotein 40 kDa protein (U5 snRNP 40 kDa protein) (U5-40K) (38 kDa-splicing factor) (Prp8-binding protein) (hPRP8BP) (U5 snRNP-specific 40 kDa protein) (WD repeat-containing protein 57)	SNRNP40 PRP8BP SFP38 WDR57	Homo sapiens (Human)	357	ENSG00000060688	ENSG00000060688 -> Q96DI7-1
P30566	PUR8_HUMAN	Adenylosuccinate lyase (ADSL) (ASL) (EC 4.3.2.2) (Adenylosuccinase) (ASase)	ADSL AMPS	Homo sapiens (Human)	484	ENSG00000239900	ENSG00000239900 -> P30566-1;P30566-2
O95467	GNAS3_HUMAN	Neuroendocrine secretory protein 55 (NESP55) [Cleaved into: LHAL tetrapeptide; GPIPIRRH peptide]	GNAS GNAS1	Homo sapiens (Human)	245	ENSG00000087460	ENSG00000087460 -> O95467-1;P63092-1;P63092-2;P63092-3;P63092-4;Q5JWF2-1;Q5JWF2-2
P63092	GNAS2_HUMAN	Guanine nucleotide-binding protein G(s) subunit alpha isoforms short (Adenylate cyclase-stimulating G alpha protein)	GNAS GNAS1 GSP	Homo sapiens (Human)	394	ENSG00000087460	
P84996	ALEX_HUMAN	Protein ALEX (Alternative gene product encoded by XL-exon)	GNAS GNAS1	Homo sapiens (Human)	626	ENSG00000087460	
Q5JWF2	GNAS1_HUMAN	Guanine nucleotide-binding protein G(s) subunit alpha isoforms XLas (Adenylate cyclase-stimulating G alpha protein) (Extra large alphas protein) (XLalphas)	GNAS GNAS1	Homo sapiens (Human)	1037	ENSG00000087460	
O15350	P73_HUMAN	Tumor protein p73 (p53-like transcription factor) (p53-related protein)	TP73 P73	Homo sapiens (Human)	636	ENSG00000078900	ENSG00000078900 -> O15350-1;O15350-11;O15350-13;O15350-2;O15350-4;O15350-6;O15350-8;O15350-9
Q99943	PLCA_HUMAN	1-acyl-sn-glycerol-3-phosphate acyltransferase alpha (EC 2.3.1.51) (1-acylglycerol-3-phosphate O-acyltransferase 1) (1-AGP acyltransferase 1) (1-AGPAT 1) (Lysophosphatidic acid acyltransferase alpha) (LPAAT-alpha) (Protein G15)	AGPAT1 G15	Homo sapiens (Human)	283	ENSG00000204310	
P05362	ICAM1_HUMAN	Intercellular adhesion molecule 1 (ICAM-1) (Major group rhinovirus receptor) (CD antigen CD54)	ICAM1	Homo sapiens (Human)	532	ENSG00000090339	
Q6L8Q7	PDE12_HUMAN	2',5'-phosphodiesterase 12 (2'-PDE) (2-PDE) (EC 3.1.4.-) (Mitochondrial deadenylase) (EC 3.1.13.4)	PDE12	Homo sapiens (Human)	609	ENSG00000174840	ENSG00000174840 -> Q6L8Q7-1
Q02252	MMSA_HUMAN	Methylmalonate-semialdehyde dehydrogenase [acylating], mitochondrial (MMSDH) (Malonate-semialdehyde dehydrogenase [acylating]) (EC 1.2.1.18) (EC 1.2.1.27) (Aldehyde dehydrogenase family 6 member A1)	ALDH6A1 MMSDH	Homo sapiens (Human)	535	ENSG00000119711	ENSG00000119711 -> Q02252-1;Q02252-2
P22694	KAPCB_HUMAN	cAMP-dependent protein kinase catalytic subunit beta (PKA C-beta) (EC 2.7.11.11)	PRKACB	Homo sapiens (Human)	351	ENSG00000142875	ENSG00000142875 -> P22694-1;P22694-10;P22694-2;P22694-3;P22694-6;P22694-7;P22694-8;P22694-9
P07315	CRGC_HUMAN	Gamma-crystallin C (Gamma-C-crystallin) (Gamma-crystallin 2-1) (Gamma-crystallin 3)	CRYGC CRYG3	Homo sapiens (Human)	174	ENSG00000163254	
Q9Y3B7	RM11_HUMAN	39S ribosomal protein L11, mitochondrial (L11mt) (MRP-L11) (Mitochondrial large ribosomal subunit protein uL11m)	MRPL11 CGI-113	Homo sapiens (Human)	192	ENSG00000174547	ENSG00000174547 -> Q9Y3B7-1;Q9Y3B7-2;Q9Y3B7-3
Q8WVM8	SCFD1_HUMAN	Sec1 family domain-containing protein 1 (SLY1 homolog) (Sly1p) (Syntaxin-binding protein 1-like 2)	SCFD1 C14orf163 KIAA0917 STXBP1L2 FKSG23	Homo sapiens (Human)	642	ENSG00000092108	ENSG00000092108 -> Q8WVM8-1;Q8WVM8-2;Q8WVM8-3
Q13155	AIMP2_HUMAN	Aminoacyl tRNA synthase complex-interacting multifunctional protein 2 (Multisynthase complex auxiliary component p38) (Protein JTV-1)	AIMP2 JTV1 PRO0992	Homo sapiens (Human)	320	ENSG00000106305	ENSG00000106305 -> Q13155-1;Q13155-2
Q9UBB4	ATX10_HUMAN	Ataxin-10 (Brain protein E46 homolog) (Spinocerebellar ataxia type 10 protein)	ATXN10 SCA10	Homo sapiens (Human)	475	ENSG00000130638	ENSG00000130638 -> Q9UBB4-1;Q9UBB4-2
P01111	RASN_HUMAN	GTPase NRas (EC 3.6.5.2) (Transforming protein N-Ras)	NRAS HRAS1	Homo sapiens (Human)	189	ENSG00000213281	
Q15428	SF3A2_HUMAN	Splicing factor 3A subunit 2 (SF3a66) (Spliceosome-associated protein 62) (SAP 62)	SF3A2 SAP62	Homo sapiens (Human)	464	ENSG00000104897	
O14974	MYPT1_HUMAN	Protein phosphatase 1 regulatory subunit 12A (Myosin phosphatase-targeting subunit 1) (Myosin phosphatase target subunit 1) (Protein phosphatase myosin-binding subunit)	PPP1R12A MBS MYPT1	Homo sapiens (Human)	1030	ENSG00000058272	ENSG00000058272 -> O14974-1;O14974-2;O14974-3;O14974-5
P06732	KCRM_HUMAN	Creatine kinase M-type (EC 2.7.3.2) (Creatine kinase M chain) (Creatine phosphokinase M-type) (CPK-M) (M-CK)	CKM CKMM	Homo sapiens (Human)	381	ENSG00000104879	
Q15393	SF3B3_HUMAN	Splicing factor 3B subunit 3 (Pre-mRNA-splicing factor SF3b 130 kDa subunit) (SF3b130) (STAF130) (Spliceosome-associated protein 130) (SAP 130)	SF3B3 KIAA0017 SAP130	Homo sapiens (Human)	1217	ENSG00000189091	ENSG00000189091 -> Q15393-1
P50579	MAP2_HUMAN	Methionine aminopeptidase 2 (MAP 2) (MetAP 2) (EC 3.4.11.18) (Initiation factor 2-associated 67 kDa glycoprotein) (p67) (p67eIF2) (Peptidase M)	METAP2 MNPEP P67EIF2	Homo sapiens (Human)	478	ENSG00000111142	ENSG00000111142 -> P50579-1;P50579-2;P50579-3
P09668	CATH_HUMAN	Pro-cathepsin H [Cleaved into: Cathepsin H mini chain; Cathepsin H (EC 3.4.22.16); Cathepsin H heavy chain; Cathepsin H light chain]	CTSH CPSB	Homo sapiens (Human)	335	ENSG00000103811	
P16220	CREB1_HUMAN	Cyclic AMP-responsive element-binding protein 1 (CREB-1) (cAMP-responsive element-binding protein 1)	CREB1	Homo sapiens (Human)	327	ENSG00000118260	ENSG00000118260 -> P16220-1;P16220-2
Q9H8Y8	GORS2_HUMAN	Golgi reassembly-stacking protein 2 (GRS2) (Golgi phosphoprotein 6) (GOLPH6) (Golgi reassembly-stacking protein of 55 kDa) (GRASP55) (p59)	GORASP2 GOLPH6	Homo sapiens (Human)	452	ENSG00000115806	ENSG00000115806 -> Q9H8Y8-1
Q14204	DYHC1_HUMAN	Cytoplasmic dynein 1 heavy chain 1 (Cytoplasmic dynein heavy chain 1) (Dynein heavy chain, cytosolic)	DYNC1H1 DHC1 DNCH1 DNCL DNECL DYHC KIAA0325	Homo sapiens (Human)	4646	ENSG00000197102	
P17612	KAPCA_HUMAN	cAMP-dependent protein kinase catalytic subunit alpha (PKA C-alpha) (EC 2.7.11.11)	PRKACA PKACA	Homo sapiens (Human)	351	ENSG00000072062	ENSG00000072062 -> P17612-1;P17612-2
Q6IBS0	TWF2_HUMAN	Twinfilin-2 (A6-related protein) (hA6RP) (Protein tyrosine kinase 9-like) (Twinfilin-1-like protein)	TWF2 PTK9L MSTP011	Homo sapiens (Human)	349	ENSG00000247596	
Q9Y2Z0	SGT1_HUMAN	Protein SGT1 homolog (Protein 40-6-3) (Sgt1) (Suppressor of G2 allele of SKP1 homolog)	SUGT1	Homo sapiens (Human)	365	ENSG00000165416	ENSG00000165416 -> Q9Y2Z0-1;Q9Y2Z0-2
Q96RU3	FNBP1_HUMAN	Formin-binding protein 1 (Formin-binding protein 17) (hFBP17)	FNBP1 FBP17 KIAA0554	Homo sapiens (Human)	617	ENSG00000187239	ENSG00000187239 -> Q96RU3-1;Q96RU3-3;Q96RU3-5
P40763	STAT3_HUMAN	Signal transducer and activator of transcription 3 (Acute-phase response factor)	STAT3 APRF	Homo sapiens (Human)	770	ENSG00000168610	ENSG00000168610 -> P40763-1;P40763-2;P40763-3
Q14566	MCM6_HUMAN	DNA replication licensing factor MCM6 (EC 3.6.4.12) (p105MCM)	MCM6	Homo sapiens (Human)	821	ENSG00000076003	
Q9H6Z4	RANB3_HUMAN	Ran-binding protein 3 (RanBP3)	RANBP3	Homo sapiens (Human)	567	ENSG00000031823	ENSG00000031823 -> Q9H6Z4-1;Q9H6Z4-2;Q9H6Z4-3
O96019	ACL6A_HUMAN	Actin-like protein 6A (53 kDa BRG1-associated factor A) (Actin-related protein Baf53a) (ArpNbeta) (BRG1-associated factor 53A) (BAF53A) (INO80 complex subunit K)	ACTL6A BAF53 BAF53A INO80K	Homo sapiens (Human)	429	ENSG00000136518	ENSG00000136518 -> O96019-1;O96019-2
P12955	PEPD_HUMAN	Xaa-Pro dipeptidase (X-Pro dipeptidase) (EC 3.4.13.9) (Imidodipeptidase) (Peptidase D) (Proline dipeptidase) (Prolidase)	PEPD PRD	Homo sapiens (Human)	493	ENSG00000124299	ENSG00000124299 -> P12955-1;P12955-2;P12955-3
Q9NR12	PDLI7_HUMAN	PDZ and LIM domain protein 7 (LIM mineralization protein) (LMP) (Protein enigma)	PDLIM7 ENIGMA	Homo sapiens (Human)	457	ENSG00000196923	ENSG00000196923 -> Q9NR12-1;Q9NR12-2;Q9NR12-3;Q9NR12-4;Q9NR12-5;Q9NR12-6
Q6P2Q9	PRP8_HUMAN	Pre-mRNA-processing-splicing factor 8 (220 kDa U5 snRNP-specific protein) (PRP8 homolog) (Splicing factor Prp8) (p220)	PRPF8 PRPC8	Homo sapiens (Human)	2335	ENSG00000174231	
P21281	VATB2_HUMAN	V-type proton ATPase subunit B, brain isoform (V-ATPase subunit B 2) (Endomembrane proton pump 58 kDa subunit) (HO57) (Vacuolar proton pump subunit B 2)	ATP6V1B2 ATP6B2 VPP3	Homo sapiens (Human)	511	ENSG00000147416	
P15170	ERF3A_HUMAN	Eukaryotic peptide chain release factor GTP-binding subunit ERF3A (Eukaryotic peptide chain release factor subunit 3a) (eRF3a) (G1 to S phase transition protein 1 homolog)	GSPT1 ERF3A	Homo sapiens (Human)	499	ENSG00000103342	ENSG00000103342 -> P15170-1;P15170-2;P15170-3
Q9BVK6	TMED9_HUMAN	Transmembrane emp24 domain-containing protein 9 (GMP25) (Glycoprotein 25L2) (p24 family protein alpha-2) (p24alpha2) (p25)	TMED9 GP25L2	Homo sapiens (Human)	235	ENSG00000184840	
O43813	LANC1_HUMAN	Glutathione S-transferase LANCL1 (EC 2.5.1.18) (40 kDa erythrocyte membrane protein) (p40) (LanC-like protein 1)	LANCL1 GPR69A	Homo sapiens (Human)	399	ENSG00000115365	
Q14203	DCTN1_HUMAN	Dynactin subunit 1 (150 kDa dynein-associated polypeptide) (DAP-150) (DP-150) (p135) (p150-glued)	DCTN1	Homo sapiens (Human)	1278	ENSG00000204843	ENSG00000204843 -> Q14203-1;Q14203-2;Q14203-3;Q14203-4;Q14203-5;Q14203-6
O14828	SCAM3_HUMAN	Secretory carrier-associated membrane protein 3 (Secretory carrier membrane protein 3)	SCAMP3 C1orf3 PROPIN1	Homo sapiens (Human)	347	ENSG00000116521	ENSG00000116521 -> O14828-1;O14828-2
Q9UI15	TAGL3_HUMAN	Transgelin-3 (Neuronal protein 22) (NP22) (Neuronal protein NP25)	TAGLN3 NP25	Homo sapiens (Human)	199	ENSG00000144834	
Q9GZZ1	NAA50_HUMAN	N-alpha-acetyltransferase 50 (hNaa50p) (EC 2.3.1.258) (N-acetyltransferase 13) (N-acetyltransferase 5) (hNAT5) (N-acetyltransferase san homolog) (hSAN) (N-epsilon-acetyltransferase 50) (EC 2.3.1.-) (NatE catalytic subunit)	NAA50 MAK3 NAT13 NAT5	Homo sapiens (Human)	169	ENSG00000121579	ENSG00000121579 -> Q9GZZ1-1
Q9BQA1	MEP50_HUMAN	Methylosome protein 50 (MEP-50) (Androgen receptor cofactor p44) (WD repeat-containing protein 77) (p44/Mep50)	WDR77 MEP50 WD45 HKMT1069 Nbla10071	Homo sapiens (Human)	342	ENSG00000116455	ENSG00000116455 -> Q9BQA1-1
Q02750	MP2K1_HUMAN	Dual specificity mitogen-activated protein kinase kinase 1 (MAP kinase kinase 1) (MAPKK 1) (MKK1) (EC 2.7.12.2) (ERK activator kinase 1) (MAPK/ERK kinase 1) (MEK 1)	MAP2K1 MEK1 PRKMK1	Homo sapiens (Human)	393	ENSG00000169032	ENSG00000169032 -> Q02750-1
P40261	NNMT_HUMAN	Nicotinamide N-methyltransferase (EC 2.1.1.1)	NNMT	Homo sapiens (Human)	264	ENSG00000166741	
Q12874	SF3A3_HUMAN	Splicing factor 3A subunit 3 (SF3a60) (Spliceosome-associated protein 61) (SAP 61)	SF3A3 SAP61	Homo sapiens (Human)	501	ENSG00000183431	
O95861	BPNT1_HUMAN	3'(2'),5'-bisphosphate nucleotidase 1 (EC 3.1.3.7) (Bisphosphate 3'-nucleotidase 1) (PAP-inositol 1,4-phosphatase) (PIP)	BPNT1	Homo sapiens (Human)	308	ENSG00000162813	ENSG00000162813 -> O95861-1;O95861-3;O95861-4
Q96G03	PGM2_HUMAN	Phosphoglucomutase-2 (PGM 2) (EC 5.4.2.2) (Glucose phosphomutase 2) (Phosphodeoxyribomutase) (Phosphopentomutase) (EC 5.4.2.7)	PGM2 MSTP006	Homo sapiens (Human)	612	ENSG00000169299	ENSG00000169299 -> Q96G03-1
Q16822	PCKGM_HUMAN	Phosphoenolpyruvate carboxykinase [GTP], mitochondrial (PEPCK-M) (EC 4.1.1.32)	PCK2 PEPCK2	Homo sapiens (Human)	640	ENSG00000100889	ENSG00000100889 -> Q16822-1;Q16822-2;Q16822-3
P11908	PRPS2_HUMAN	Ribose-phosphate pyrophosphokinase 2 (EC 2.7.6.1) (PPRibP) (Phosphoribosyl pyrophosphate synthase II) (PRS-II)	PRPS2	Homo sapiens (Human)	318	ENSG00000101911	ENSG00000101911 -> P11908-1;P11908-2
P10636	TAU_HUMAN	Microtubule-associated protein tau (Neurofibrillary tangle protein) (Paired helical filament-tau) (PHF-tau)	MAPT MAPTL MTBT1 TAU	Homo sapiens (Human)	758	ENSG00000186868	ENSG00000186868 -> P10636-1;P10636-2;P10636-5;P10636-6;P10636-7;P10636-8;P10636-9
P45974	UBP5_HUMAN	Ubiquitin carboxyl-terminal hydrolase 5 (EC 3.4.19.12) (Deubiquitinating enzyme 5) (Isopeptidase T) (Ubiquitin thioesterase 5) (Ubiquitin-specific-processing protease 5)	USP5 ISOT	Homo sapiens (Human)	858	ENSG00000111667	ENSG00000111667 -> P45974-1;P45974-2
Q9Y678	COPG1_HUMAN	Coatomer subunit gamma-1 (Gamma-1-coat protein) (Gamma-1-COP)	COPG1 COPG	Homo sapiens (Human)	874	ENSG00000181789	
Q9NZN4	EHD2_HUMAN	EH domain-containing protein 2 (PAST homolog 2)	EHD2 PAST2	Homo sapiens (Human)	543	ENSG00000024422	ENSG00000024422 -> Q9NZN4-1;Q9NZN4-2
P09417	DHPR_HUMAN	Dihydropteridine reductase (EC 1.5.1.34) (HDHPR) (Quinoid dihydropteridine reductase) (Short chain dehydrogenase/reductase family 33C member 1)	QDPR DHPR SDR33C1	Homo sapiens (Human)	244	ENSG00000151552	ENSG00000151552 -> P09417-1;P09417-2
P47897	SYQ_HUMAN	Glutamine--tRNA ligase (EC 6.1.1.18) (Glutaminyl-tRNA synthetase) (GlnRS)	QARS1 QARS	Homo sapiens (Human)	775	ENSG00000172053	ENSG00000172053 -> P47897-1;P47897-2
Q08J23	NSUN2_HUMAN	RNA cytosine C(5)-methyltransferase NSUN2 (EC 2.1.1.-) (Myc-induced SUN domain-containing protein) (Misu) (NOL1/NOP2/Sun domain family member 2) (Substrate of AIM1/Aurora kinase B) (mRNA cytosine C(5)-methyltransferase) (EC 2.1.1.-) (tRNA cytosine C(5)-methyltransferase) (EC 2.1.1.-) (EC 2.1.1.203) (tRNA methyltransferase 4 homolog) (hTrm4)	NSUN2 SAKI TRM4	Homo sapiens (Human)	767	ENSG00000037474	ENSG00000037474 -> Q08J23-1;Q08J23-2
P27694	RFA1_HUMAN	Replication protein A 70 kDa DNA-binding subunit (RP-A p70) (Replication factor A protein 1) (RF-A protein 1) (Single-stranded DNA-binding protein) [Cleaved into: Replication protein A 70 kDa DNA-binding subunit, N-terminally processed]	RPA1 REPA1 RPA70	Homo sapiens (Human)	616	ENSG00000132383	
P11166	GTR1_HUMAN	Solute carrier family 2, facilitated glucose transporter member 1 (Glucose transporter type 1, erythrocyte/brain) (GLUT-1) (HepG2 glucose transporter)	SLC2A1 GLUT1	Homo sapiens (Human)	492	ENSG00000117394	
P49821	NDUV1_HUMAN	NADH dehydrogenase [ubiquinone] flavoprotein 1, mitochondrial (EC 7.1.1.2) (Complex I-51kD) (CI-51kD) (NADH dehydrogenase flavoprotein 1) (NADH-ubiquinone oxidoreductase 51 kDa subunit)	NDUFV1 UQOR1	Homo sapiens (Human)	464	ENSG00000167792	ENSG00000167792 -> P49821-1;P49821-2
Q13501	SQSTM_HUMAN	Sequestosome-1 (EBI3-associated protein of 60 kDa) (EBIAP) (p60) (Phosphotyrosine-independent ligand for the Lck SH2 domain of 62 kDa) (Ubiquitin-binding protein p62)	SQSTM1 ORCA OSIL	Homo sapiens (Human)	440	ENSG00000161011	ENSG00000161011 -> Q13501-1;Q13501-2
Q9HAV7	GRPE1_HUMAN	GrpE protein homolog 1, mitochondrial (HMGE) (Mt-GrpE#1)	GRPEL1 GREPEL1	Homo sapiens (Human)	217	ENSG00000109519	
Q00796	DHSO_HUMAN	Sorbitol dehydrogenase (SDH) (EC 1.1.1.-) ((R,R)-butanediol dehydrogenase) (EC 1.1.1.4) (L-iditol 2-dehydrogenase) (EC 1.1.1.14) (Polyol dehydrogenase) (Ribitol dehydrogenase) (RDH) (EC 1.1.1.56) (Xylitol dehydrogenase) (XDH) (EC 1.1.1.9)	SORD	Homo sapiens (Human)	357	ENSG00000140263	ENSG00000140263 -> Q00796-1;Q00796-2
P10515	ODP2_HUMAN	Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex, mitochondrial (EC 2.3.1.12) (70 kDa mitochondrial autoantigen of primary biliary cirrhosis) (PBC) (Dihydrolipoamide acetyltransferase component of pyruvate dehydrogenase complex) (M2 antigen complex 70 kDa subunit) (Pyruvate dehydrogenase complex component E2) (PDC-E2) (PDCE2)	DLAT DLTA	Homo sapiens (Human)	647	ENSG00000150768	
Q9Y617	SERC_HUMAN	Phosphoserine aminotransferase (EC 2.6.1.52) (Phosphohydroxythreonine aminotransferase) (PSAT)	PSAT1 PSA	Homo sapiens (Human)	370	ENSG00000135069	ENSG00000135069 -> Q9Y617-1;Q9Y617-2
O75533	SF3B1_HUMAN	Splicing factor 3B subunit 1 (Pre-mRNA-splicing factor SF3b 155 kDa subunit) (SF3b155) (Spliceosome-associated protein 155) (SAP 155)	SF3B1 SAP155	Homo sapiens (Human)	1304	ENSG00000115524	ENSG00000115524 -> O75533-1;O75533-2
P24539	AT5F1_HUMAN	ATP synthase F(0) complex subunit B1, mitochondrial (ATP synthase peripheral stalk-membrane subunit b) (ATP synthase proton-transporting mitochondrial F(0) complex subunit B1) (ATP synthase subunit b) (ATPase subunit b)	ATP5PB ATP5F1	Homo sapiens (Human)	256	ENSG00000116459	
P09132	SRP19_HUMAN	Signal recognition particle 19 kDa protein (SRP19)	SRP19	Homo sapiens (Human)	144	ENSG00000153037	ENSG00000153037 -> P09132-1;P09132-2;P09132-3
P78527	PRKDC_HUMAN	DNA-dependent protein kinase catalytic subunit (DNA-PK catalytic subunit) (DNA-PKcs) (EC 2.7.11.1) (DNPK1) (p460)	PRKDC HYRC HYRC1	Homo sapiens (Human)	4128	ENSG00000253729	ENSG00000253729 -> P78527-1;P78527-2
P50402	EMD_HUMAN	Emerin	EMD EDMD STA	Homo sapiens (Human)	254	ENSG00000102119	
Q9BZZ5	API5_HUMAN	Apoptosis inhibitor 5 (API-5) (Antiapoptosis clone 11 protein) (AAC-11) (Cell migration-inducing gene 8 protein) (Fibroblast growth factor 2-interacting factor) (FIF) (Protein XAGL)	API5 MIG8	Homo sapiens (Human)	524	ENSG00000166181	ENSG00000166181 -> Q9BZZ5-2;Q9BZZ5-4;Q9BZZ5-5;Q9BZZ5-6
P28074	PSB5_HUMAN	Proteasome subunit beta type-5 (EC 3.4.25.1) (Macropain epsilon chain) (Multicatalytic endopeptidase complex epsilon chain) (Proteasome chain 6) (Proteasome epsilon chain) (Proteasome subunit MB1) (Proteasome subunit X)	PSMB5 LMPX MB1 X	Homo sapiens (Human)	263	ENSG00000100804	ENSG00000100804 -> P28074-1;P28074-2;P28074-3
Q1KMD3	HNRL2_HUMAN	Heterogeneous nuclear ribonucleoprotein U-like protein 2 (Scaffold-attachment factor A2) (SAF-A2)	HNRNPUL2 HNRPUL2	Homo sapiens (Human)	747	ENSG00000214753	
P12109	CO6A1_HUMAN	Collagen alpha-1(VI) chain	COL6A1	Homo sapiens (Human)	1028	ENSG00000142156	
P56192	SYMC_HUMAN	Methionine--tRNA ligase, cytoplasmic (EC 6.1.1.10) (Methionyl-tRNA synthetase) (MetRS)	MARS1 MARS	Homo sapiens (Human)	900	ENSG00000166986	ENSG00000166986 -> P56192-1;P56192-2
